is_static,is_code_smell
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
True,False
